employee_id,leave_type_id,start_date,end_date,duration,reason
NL-153,5,2014-10-19,2014-10-19,1,LOP
NL-154,1,2019-09-02,2019-09-04,3,Vacation
NL-154,1,2019-06-11,2019-06-12,2,Vacation
NL-154,2,2019-08-30,2019-09-02,4,Medical - Flu
NL-154,3,2019-07-07,2019-07-12,6,Care for family
NL-155,1,2020-08-06,2020-08-07,2,Vacation
NL-155,1,2020-07-21,2020-07-22,2,Vacation
NL-156,1,2020-05-02,2020-05-03,2,Vacation
NL-156,1,2020-11-04,2020-11-05,2,Vacation
NL-157,1,2022-12-21,2022-12-23,3,Vacation
NL-157,1,2022-11-08,2022-11-11,4,Vacation
NL-157,1,2022-10-11,2022-10-12,2,Vacation
NL-158,1,2024-07-27,2024-07-29,3,Vacation
NL-158,2,2024-01-02,2024-01-05,4,Medical - Flu
NLI-024,1,2022-02-17,2022-02-20,4,Vacation
NLI-024,1,2022-03-22,2022-03-25,4,Vacation
NL-159,1,2016-04-29,2016-04-30,2,Vacation
NL-159,1,2016-04-05,2016-04-06,2,Vacation
NL-159,1,2016-05-02,2016-05-03,2,Vacation
NL-159,2,2016-04-03,2016-04-06,4,Medical - Flu
NL-160,1,2016-04-23,2016-04-26,4,Vacation
NL-161,1,2019-03-09,2019-03-10,2,Vacation
NLI-025,1,2017-02-23,2017-02-26,4,Vacation
NLI-025,1,2017-03-24,2017-03-25,2,Vacation
NL-162,1,2020-09-10,2020-09-12,3,Vacation
NL-162,1,2020-08-14,2020-08-15,2,Vacation
NL-162,2,2020-02-19,2020-02-22,4,Medical - Flu
NL-162,3,2020-04-29,2020-05-03,5,Care for family
NL-163,1,2018-02-23,2018-02-25,3,Vacation
NL-163,1,2018-04-22,2018-04-25,4,Vacation
NL-163,1,2018-03-26,2018-03-29,4,Vacation
NL-164,1,2020-04-18,2020-04-20,3,Vacation
NL-164,2,2020-07-20,2020-07-23,4,Medical - Flu
NL-165,1,2024-09-05,2024-09-07,3,Vacation
NL-165,1,2024-11-14,2024-11-16,3,Vacation
NL-165,2,2025-01-10,2025-01-13,4,Medical - Flu
NL-166,1,2014-05-07,2014-05-09,3,Vacation
NL-166,1,2014-07-06,2014-07-09,4,Vacation
NL-167,1,2024-08-14,2024-08-16,3,Vacation
NL-167,1,2024-12-06,2024-12-08,3,Vacation
NL-167,3,2025-03-10,2025-03-15,6,Care for family
NL-168,1,2015-02-23,2015-02-24,2,Vacation
NL-168,1,2014-12-26,2014-12-28,3,Vacation
NL-168,1,2015-01-04,2015-01-07,4,Vacation
NLI-026,1,2019-02-15,2019-02-18,4,Vacation
NLI-026,1,2019-01-09,2019-01-12,4,Vacation
NL-169,1,2020-10-21,2020-10-22,2,Vacation
NL-169,2,2020-10-20,2020-10-23,4,Medical - Flu
NL-169,5,2020-10-11,2020-10-12,2,LOP
NL-170,1,2015-11-17,2015-11-18,2,Vacation
NL-170,3,2016-03-23,2016-03-26,4,Care for family
NL-171,1,2023-04-20,2023-04-23,4,Vacation
NL-171,3,2023-06-22,2023-06-26,5,Care for family
NLI-027,1,2024-03-09,2024-03-11,3,Vacation
NLI-027,1,2024-04-15,2024-04-17,3,Vacation
NLI-027,1,2024-08-11,2024-08-12,2,Vacation
NL-172,1,2023-11-04,2023-11-06,3,Vacation
NL-172,2,2023-04-15,2023-04-18,4,Medical - Flu
NL-173,1,2018-02-27,2018-03-02,4,Vacation
NL-173,2,2018-03-14,2018-03-17,4,Medical - Flu
NL-174,1,2014-07-08,2014-07-10,3,Vacation
NL-174,1,2014-07-24,2014-07-26,3,Vacation
NL-175,1,2016-11-10,2016-11-12,3,Vacation
NL-175,3,2016-12-17,2016-12-19,3,Care for family
NL-175,5,2016-12-28,2016-12-28,1,LOP
NLI-028,1,2016-09-02,2016-09-05,4,Vacation
NL-176,1,2020-02-05,2020-02-07,3,Vacation
NL-176,1,2020-04-28,2020-04-30,3,Vacation
NL-176,1,2019-12-04,2019-12-05,2,Vacation
NL-176,2,2020-01-30,2020-02-02,4,Medical - Flu
NL-177,1,2015-12-05,2015-12-06,2,Vacation
NL-177,2,2016-01-16,2016-01-19,4,Medical - Flu
NL-178,1,2021-10-13,2021-10-15,3,Vacation
NL-178,2,2021-10-25,2021-10-28,4,Medical - Flu
NL-179,1,2016-01-18,2016-01-20,3,Vacation
NL-179,1,2016-06-11,2016-06-13,3,Vacation
NL-179,2,2016-01-02,2016-01-05,4,Medical - Flu
NLI-029,1,2022-11-24,2022-11-26,3,Vacation
NLI-029,3,2022-12-22,2022-12-27,6,Care for family
NL-180,1,2015-09-25,2015-09-28,4,Vacation
NL-180,1,2015-09-05,2015-09-06,2,Vacation
NL-180,3,2015-06-30,2015-07-01,2,Care for family
NLI-030,1,2021-05-31,2021-06-02,3,Vacation
NL-181,1,2018-10-10,2018-10-12,3,Vacation
NL-182,1,2016-06-09,2016-06-11,3,Vacation
NL-182,1,2016-05-08,2016-05-11,4,Vacation
NL-182,1,2016-05-01,2016-05-03,3,Vacation
NL-183,1,2017-01-02,2017-01-03,2,Vacation
NL-184,1,2017-04-07,2017-04-09,3,Vacation
NL-184,1,2017-04-30,2017-05-02,3,Vacation
NL-184,1,2017-07-29,2017-07-31,3,Vacation
NL-185,1,2022-02-02,2022-02-03,2,Vacation
NL-185,1,2022-02-28,2022-03-01,2,Vacation
NL-186,1,2025-03-21,2025-03-24,4,Vacation
NL-186,1,2025-02-07,2025-02-08,2,Vacation
NL-187,1,2016-03-14,2016-03-17,4,Vacation
NL-187,1,2015-10-31,2015-11-01,2,Vacation
NL-187,2,2015-12-13,2015-12-16,4,Medical - Flu
NL-188,1,2019-02-28,2019-03-02,3,Vacation
NL-188,1,2019-01-29,2019-01-30,2,Vacation
NL-188,1,2019-07-12,2019-07-13,2,Vacation
NL-188,4,2019-07-13,2019-07-15,3,Family bereavement
NL-189,1,2015-07-22,2015-07-24,3,Vacation
NL-189,1,2015-10-12,2015-10-13,2,Vacation
NL-190,1,2015-03-13,2015-03-16,4,Vacation
NL-190,1,2015-05-28,2015-05-29,2,Vacation
NL-191,1,2016-07-19,2016-07-22,4,Vacation
NL-191,1,2016-05-01,2016-05-02,2,Vacation
NL-191,1,2016-05-18,2016-05-20,3,Vacation
NL-191,3,2016-06-18,2016-06-20,3,Care for family
NL-191,5,2016-05-10,2016-05-11,2,LOP
NL-192,1,2017-08-19,2017-08-20,2,Vacation
NL-192,1,2017-10-30,2017-11-01,3,Vacation
NL-192,2,2017-06-22,2017-06-25,4,Medical - Flu
NL-193,1,2021-03-24,2021-03-27,4,Vacation
NL-193,4,2020-09-24,2020-09-25,2,Family bereavement
NLI-031,1,2020-11-17,2020-11-20,4,Vacation
NLI-031,1,2021-04-16,2021-04-18,3,Vacation
NLI-031,2,2021-03-30,2021-04-02,4,Medical - Flu
NL-194,1,2022-02-24,2022-02-27,4,Vacation
NL-194,1,2022-08-09,2022-08-10,2,Vacation
NL-194,2,2022-01-22,2022-01-25,4,Medical - Flu
NL-194,3,2022-05-25,2022-05-30,6,Care for family
NL-194,4,2022-01-28,2022-01-30,3,Family bereavement
NL-195,1,2020-02-20,2020-02-22,3,Vacation
NL-196,1,2015-11-24,2015-11-27,4,Vacation
NL-196,1,2016-05-30,2016-05-31,2,Vacation
NL-196,2,2016-02-18,2016-02-21,4,Medical - Flu
NL-196,5,2016-06-16,2016-06-17,2,LOP
NL-197,1,2016-10-13,2016-10-14,2,Vacation
NL-197,2,2016-09-18,2016-09-21,4,Medical - Flu
NL-198,1,2021-01-05,2021-01-07,3,Vacation
NL-198,2,2020-10-13,2020-10-16,4,Medical - Flu
NL-199,1,2018-08-24,2018-08-27,4,Vacation
NL-199,1,2018-11-14,2018-11-17,4,Vacation
NL-199,2,2018-11-23,2018-11-26,4,Medical - Flu
NL-200,1,2022-02-19,2022-02-20,2,Vacation
NL-201,1,2019-06-20,2019-06-21,2,Vacation
NL-201,1,2019-11-13,2019-11-16,4,Vacation
NL-201,5,2019-09-26,2019-09-26,1,LOP
NL-202,1,2020-01-25,2020-01-27,3,Vacation
NL-202,3,2020-06-16,2020-06-17,2,Care for family
NL-203,1,2017-11-15,2017-11-18,4,Vacation
NL-203,1,2017-09-09,2017-09-10,2,Vacation
NL-203,1,2018-03-22,2018-03-25,4,Vacation
NLI-032,1,2015-10-27,2015-10-28,2,Vacation
NLI-032,1,2015-06-01,2015-06-04,4,Vacation
NLI-032,1,2015-07-27,2015-07-29,3,Vacation
NLI-032,5,2015-08-17,2015-08-18,2,LOP
NLI-033,1,2015-02-07,2015-02-10,4,Vacation
NLI-033,1,2015-03-26,2015-03-29,4,Vacation
NLI-033,1,2015-01-30,2015-02-02,4,Vacation
NLI-033,2,2015-02-13,2015-02-16,4,Medical - Flu
NL-204,1,2015-06-11,2015-06-14,4,Vacation
NL-205,1,2016-09-26,2016-09-28,3,Vacation
NL-205,1,2016-05-16,2016-05-18,3,Vacation
NL-205,4,2017-01-10,2017-01-12,3,Family bereavement
NL-206,1,2023-09-11,2023-09-14,4,Vacation
NL-206,1,2023-03-15,2023-03-18,4,Vacation
NL-206,3,2023-09-12,2023-09-15,4,Care for family
NL-207,1,2020-12-07,2020-12-08,2,Vacation
NL-207,1,2020-12-06,2020-12-09,4,Vacation
NL-208,1,2024-04-23,2024-04-26,4,Vacation
NL-209,1,2020-10-28,2020-10-29,2,Vacation
NL-209,1,2021-01-24,2021-01-26,3,Vacation
NL-210,1,2024-05-28,2024-05-31,4,Vacation
NL-210,1,2024-02-02,2024-02-04,3,Vacation
NL-210,1,2024-04-12,2024-04-13,2,Vacation
NL-210,2,2024-03-17,2024-03-20,4,Medical - Flu
NL-211,1,2015-05-25,2015-05-28,4,Vacation
NL-211,1,2015-12-06,2015-12-09,4,Vacation
NL-211,1,2015-05-26,2015-05-28,3,Vacation
NL-212,1,2024-04-07,2024-04-08,2,Vacation
NL-212,1,2024-04-07,2024-04-09,3,Vacation
NL-212,2,2024-08-20,2024-08-23,4,Medical - Flu
NL-213,1,2024-02-03,2024-02-06,4,Vacation
NL-213,2,2024-02-19,2024-02-22,4,Medical - Flu
NL-214,1,2020-03-28,2020-03-31,4,Vacation
NL-214,1,2020-04-25,2020-04-27,3,Vacation
NL-214,1,2019-10-22,2019-10-24,3,Vacation
NL-214,2,2019-09-04,2019-09-07,4,Medical - Flu
NL-215,1,2025-03-21,2025-03-24,4,Vacation
NL-216,1,2015-10-12,2015-10-15,4,Vacation
NL-216,2,2015-05-09,2015-05-12,4,Medical - Flu
NL-217,1,2018-07-10,2018-07-11,2,Vacation
NL-217,1,2018-09-16,2018-09-18,3,Vacation
NL-217,2,2018-04-03,2018-04-06,4,Medical - Flu
NL-218,1,2016-03-08,2016-03-10,3,Vacation
NL-218,3,2016-02-17,2016-02-22,6,Care for family
NL-219,1,2025-06-17,2025-06-18,2,Vacation
NL-219,1,2025-05-27,2025-05-30,4,Vacation
NL-220,1,2016-12-17,2016-12-18,2,Vacation
NL-220,1,2016-07-20,2016-07-23,4,Vacation
NL-220,2,2017-01-03,2017-01-06,4,Medical - Flu
NL-220,5,2016-07-23,2016-07-23,1,LOP
NL-221,1,2019-07-08,2019-07-09,2,Vacation
NL-221,4,2019-11-30,2019-12-01,2,Family bereavement
NL-222,1,2015-11-14,2015-11-15,2,Vacation
NL-222,1,2015-10-14,2015-10-15,2,Vacation
NL-222,1,2016-01-27,2016-01-30,4,Vacation
NL-222,3,2015-12-23,2015-12-25,3,Care for family
NL-223,1,2014-09-30,2014-10-03,4,Vacation
NL-223,1,2014-09-25,2014-09-28,4,Vacation
NL-223,2,2014-04-06,2014-04-09,4,Medical - Flu
NL-224,1,2021-09-29,2021-09-30,2,Vacation
NL-225,1,2021-02-01,2021-02-03,3,Vacation
NL-225,3,2021-09-03,2021-09-07,5,Care for family
NL-226,1,2015-05-04,2015-05-07,4,Vacation
NL-226,2,2015-01-13,2015-01-16,4,Medical - Flu
NL-227,1,2024-08-18,2024-08-19,2,Vacation
NL-228,1,2022-04-02,2022-04-04,3,Vacation
NL-228,1,2021-09-09,2021-09-10,2,Vacation
NL-228,1,2021-10-11,2021-10-14,4,Vacation
NL-228,2,2022-02-09,2022-02-12,4,Medical - Flu
NL-229,1,2020-08-22,2020-08-24,3,Vacation
NL-229,1,2020-07-03,2020-07-05,3,Vacation
NL-229,1,2021-01-31,2021-02-03,4,Vacation
NL-230,1,2015-12-27,2015-12-29,3,Vacation
NL-230,1,2016-05-17,2016-05-18,2,Vacation
NL-230,1,2016-02-18,2016-02-20,3,Vacation
NL-230,2,2016-04-12,2016-04-15,4,Medical - Flu
NL-231,1,2024-12-19,2024-12-20,2,Vacation
NL-231,2,2025-05-22,2025-05-25,4,Medical - Flu
NL-232,1,2016-02-23,2016-02-26,4,Vacation
NL-232,1,2016-04-09,2016-04-11,3,Vacation
NL-232,2,2016-08-04,2016-08-07,4,Medical - Flu
NL-232,5,2016-07-27,2016-07-27,1,LOP
NL-233,1,2024-03-20,2024-03-23,4,Vacation
NL-233,1,2023-10-03,2023-10-05,3,Vacation
NL-233,1,2023-11-08,2023-11-10,3,Vacation
NL-233,5,2024-02-02,2024-02-02,1,LOP
NL-234,1,2024-09-06,2024-09-07,2,Vacation
NL-234,1,2024-09-14,2024-09-15,2,Vacation
NLI-034,1,2019-04-11,2019-04-13,3,Vacation
NLI-034,1,2019-09-05,2019-09-07,3,Vacation
NL-235,1,2017-08-13,2017-08-16,4,Vacation
NL-235,1,2018-01-16,2018-01-17,2,Vacation
NL-235,5,2017-07-05,2017-07-06,2,LOP
NL-236,1,2024-07-08,2024-07-09,2,Vacation
NL-236,1,2024-11-28,2024-11-29,2,Vacation
NL-236,1,2024-11-24,2024-11-25,2,Vacation
NL-236,2,2024-07-09,2024-07-12,4,Medical - Flu
NL-237,1,2020-10-26,2020-10-28,3,Vacation
NLI-035,1,2017-10-25,2017-10-26,2,Vacation
NLI-035,1,2017-04-06,2017-04-09,4,Vacation
NLI-035,2,2017-06-29,2017-07-02,4,Medical - Flu
NL-238,1,2021-06-01,2021-06-02,2,Vacation
NL-238,2,2021-03-22,2021-03-25,4,Medical - Flu
NL-239,1,2024-06-01,2024-06-03,3,Vacation
NL-239,1,2024-04-12,2024-04-15,4,Vacation
NL-239,2,2023-11-25,2023-11-28,4,Medical - Flu
NL-240,1,2014-10-13,2014-10-14,2,Vacation
NL-240,1,2015-05-17,2015-05-20,4,Vacation
NL-240,1,2015-05-10,2015-05-12,3,Vacation
NL-240,2,2015-01-30,2015-02-02,4,Medical - Flu
NL-241,1,2024-06-19,2024-06-21,3,Vacation
NL-241,1,2025-01-04,2025-01-05,2,Vacation
NL-242,1,2023-05-17,2023-05-20,4,Vacation
NL-242,2,2023-02-15,2023-02-18,4,Medical - Flu
NL-243,1,2015-10-27,2015-10-29,3,Vacation
NL-243,1,2015-12-28,2015-12-29,2,Vacation
NL-243,1,2015-05-28,2015-05-30,3,Vacation
NL-244,1,2017-07-14,2017-07-17,4,Vacation
NL-244,2,2017-07-19,2017-07-22,4,Medical - Flu
NLI-036,1,2014-04-29,2014-05-02,4,Vacation
NLI-036,1,2014-07-03,2014-07-05,3,Vacation
NL-245,1,2021-10-16,2021-10-18,3,Vacation
NL-245,2,2021-04-29,2021-05-02,4,Medical - Flu
NL-245,4,2021-08-09,2021-08-10,2,Family bereavement
NL-246,1,2015-04-11,2015-04-14,4,Vacation
NL-247,1,2019-03-02,2019-03-04,3,Vacation
NL-247,1,2019-09-05,2019-09-06,2,Vacation
NL-248,1,2016-03-09,2016-03-11,3,Vacation
NL-248,1,2016-09-15,2016-09-17,3,Vacation
NL-248,1,2016-04-04,2016-04-05,2,Vacation
NL-249,1,2018-08-27,2018-08-30,4,Vacation
NL-249,1,2018-12-01,2018-12-02,2,Vacation
NL-249,1,2018-06-12,2018-06-13,2,Vacation
NL-249,2,2018-10-10,2018-10-13,4,Medical - Flu
NL-250,1,2021-03-09,2021-03-10,2,Vacation
NL-250,1,2021-04-05,2021-04-06,2,Vacation
NL-250,1,2021-03-02,2021-03-05,4,Vacation
NL-251,1,2023-06-05,2023-06-06,2,Vacation
NL-251,2,2023-06-29,2023-07-02,4,Medical - Flu
NL-251,5,2023-09-09,2023-09-10,2,LOP
NL-252,1,2016-04-28,2016-04-29,2,Vacation
NL-252,1,2016-06-18,2016-06-21,4,Vacation
NL-252,5,2016-08-12,2016-08-13,2,LOP
NL-253,1,2014-09-24,2014-09-25,2,Vacation
NL-253,2,2015-03-11,2015-03-14,4,Medical - Flu
NL-253,3,2015-01-21,2015-01-22,2,Care for family
NLI-037,1,2019-10-10,2019-10-12,3,Vacation
NLI-037,1,2019-12-27,2019-12-30,4,Vacation
NLI-037,1,2019-10-17,2019-10-18,2,Vacation
NL-254,1,2018-01-19,2018-01-21,3,Vacation
NL-255,1,2018-10-10,2018-10-13,4,Vacation
NL-255,1,2018-08-03,2018-08-04,2,Vacation
NL-256,1,2023-09-20,2023-09-21,2,Vacation
NL-256,1,2023-03-26,2023-03-27,2,Vacation
NL-257,1,2022-07-30,2022-07-31,2,Vacation
NL-257,1,2022-06-20,2022-06-21,2,Vacation
NL-257,1,2023-02-09,2023-02-12,4,Vacation
NL-257,2,2022-11-15,2022-11-18,4,Medical - Flu
NL-258,1,2015-09-01,2015-09-04,4,Vacation
NL-258,1,2015-05-27,2015-05-30,4,Vacation
NL-258,2,2015-06-07,2015-06-10,4,Medical - Flu
NL-259,1,2018-06-14,2018-06-16,3,Vacation
NL-259,1,2017-12-19,2017-12-21,3,Vacation
NL-259,3,2018-05-29,2018-06-03,6,Care for family
NL-260,1,2020-12-17,2020-12-18,2,Vacation
NL-260,1,2020-07-24,2020-07-25,2,Vacation
NL-261,1,2015-12-05,2015-12-06,2,Vacation
NL-262,1,2020-01-16,2020-01-19,4,Vacation
NL-262,2,2020-03-17,2020-03-20,4,Medical - Flu
NL-263,1,2023-02-27,2023-02-28,2,Vacation
NL-263,2,2022-10-06,2022-10-09,4,Medical - Flu
NL-263,5,2023-01-21,2023-01-22,2,LOP
NL-264,1,2024-08-19,2024-08-21,3,Vacation
NL-265,1,2022-01-11,2022-01-13,3,Vacation
NL-265,1,2021-09-26,2021-09-28,3,Vacation
NL-265,2,2021-08-04,2021-08-07,4,Medical - Flu
NL-266,1,2024-06-24,2024-06-26,3,Vacation
NL-266,1,2025-01-08,2025-01-11,4,Vacation
NL-266,1,2025-02-19,2025-02-22,4,Vacation
NL-266,2,2024-07-19,2024-07-22,4,Medical - Flu
NL-267,1,2017-05-28,2017-05-31,4,Vacation
NL-267,1,2016-11-05,2016-11-06,2,Vacation
NL-267,2,2017-02-20,2017-02-23,4,Medical - Flu
NL-267,4,2017-02-03,2017-02-05,3,Family bereavement
NL-268,1,2020-06-14,2020-06-16,3,Vacation
NL-268,1,2020-05-07,2020-05-10,4,Vacation
NL-268,2,2019-12-31,2020-01-03,4,Medical - Flu
NL-269,1,2022-06-17,2022-06-18,2,Vacation
NL-269,1,2022-01-25,2022-01-26,2,Vacation
NL-269,1,2022-08-14,2022-08-16,3,Vacation
NLI-038,1,2023-11-30,2023-12-02,3,Vacation
NLI-038,2,2023-09-26,2023-09-29,4,Medical - Flu
NL-270,1,2016-09-04,2016-09-06,3,Vacation
NL-270,1,2016-09-26,2016-09-28,3,Vacation
NL-271,1,2024-08-10,2024-08-11,2,Vacation
NL-271,1,2024-07-07,2024-07-09,3,Vacation
NL-271,1,2025-02-28,2025-03-01,2,Vacation
NL-272,1,2025-03-12,2025-03-15,4,Vacation
NL-273,1,2022-01-21,2022-01-24,4,Vacation
NL-273,1,2021-09-10,2021-09-11,2,Vacation
NL-273,1,2021-12-04,2021-12-07,4,Vacation
NL-273,4,2021-09-16,2021-09-18,3,Family bereavement
NL-274,1,2015-09-30,2015-10-02,3,Vacation
NL-274,1,2015-12-19,2015-12-21,3,Vacation
NL-274,2,2016-02-24,2016-02-27,4,Medical - Flu
NL-274,3,2016-02-16,2016-02-21,6,Care for family
NL-275,1,2018-06-11,2018-06-13,3,Vacation
NL-275,1,2018-07-05,2018-07-07,3,Vacation
NL-275,1,2018-09-29,2018-09-30,2,Vacation
NL-275,4,2018-09-18,2018-09-19,2,Family bereavement
NL-276,1,2023-03-03,2023-03-05,3,Vacation
NL-276,1,2023-04-24,2023-04-27,4,Vacation
NL-276,1,2023-05-08,2023-05-11,4,Vacation
NL-276,2,2022-10-05,2022-10-08,4,Medical - Flu
NL-276,3,2023-05-03,2023-05-07,5,Care for family
NL-276,4,2023-06-05,2023-06-07,3,Family bereavement
NL-277,1,2019-06-30,2019-07-03,4,Vacation
NL-277,1,2019-04-30,2019-05-03,4,Vacation
NL-277,3,2019-11-08,2019-11-12,5,Care for family
NL-278,1,2016-03-31,2016-04-02,3,Vacation
NL-278,1,2016-02-20,2016-02-23,4,Vacation
NL-278,1,2016-02-26,2016-02-29,4,Vacation
NL-278,4,2016-06-13,2016-06-14,2,Family bereavement
NL-279,1,2017-09-10,2017-09-12,3,Vacation
NL-279,4,2017-04-23,2017-04-26,4,Family bereavement
NL-280,1,2016-01-12,2016-01-15,4,Vacation
NL-280,1,2015-07-04,2015-07-05,2,Vacation
NL-280,1,2015-08-07,2015-08-09,3,Vacation
NLI-039,1,2021-03-19,2021-03-21,3,Vacation
NLI-039,1,2021-06-19,2021-06-21,3,Vacation
NL-281,1,2019-04-13,2019-04-14,2,Vacation
NL-281,1,2019-04-15,2019-04-17,3,Vacation
NL-281,2,2019-03-20,2019-03-23,4,Medical - Flu
NL-281,3,2019-07-14,2019-07-16,3,Care for family
NL-282,1,2017-02-24,2017-02-26,3,Vacation
NL-282,2,2016-11-09,2016-11-12,4,Medical - Flu
NL-283,1,2017-08-28,2017-08-29,2,Vacation
NL-283,2,2017-08-20,2017-08-23,4,Medical - Flu
NL-284,1,2020-03-06,2020-03-08,3,Vacation
NL-284,3,2020-08-11,2020-08-13,3,Care for family
NL-285,1,2021-06-07,2021-06-08,2,Vacation
NL-285,1,2021-06-15,2021-06-17,3,Vacation
NL-285,3,2022-01-28,2022-02-01,5,Care for family
NL-286,1,2024-04-25,2024-04-28,4,Vacation
NL-287,1,2023-10-12,2023-10-14,3,Vacation
NL-287,1,2023-10-24,2023-10-27,4,Vacation
NL-287,3,2023-12-12,2023-12-15,4,Care for family
NL-288,1,2017-11-03,2017-11-05,3,Vacation
NL-288,1,2017-11-06,2017-11-09,4,Vacation
NL-288,4,2017-07-11,2017-07-14,4,Family bereavement
NLI-040,1,2018-12-08,2018-12-10,3,Vacation
NLI-040,1,2018-12-05,2018-12-08,4,Vacation
NLI-040,1,2018-12-26,2018-12-29,4,Vacation
NLI-040,2,2018-07-30,2018-08-02,4,Medical - Flu
NLI-040,5,2018-08-03,2018-08-03,1,LOP
NL-289,1,2014-09-14,2014-09-17,4,Vacation
NL-289,1,2014-11-10,2014-11-13,4,Vacation
NL-289,1,2014-08-02,2014-08-04,3,Vacation
NL-289,4,2014-10-07,2014-10-08,2,Family bereavement
NL-290,1,2024-12-20,2024-12-22,3,Vacation
NL-290,1,2024-11-23,2024-11-24,2,Vacation
NL-290,2,2024-08-12,2024-08-15,4,Medical - Flu
NL-291,1,2015-08-27,2015-08-29,3,Vacation
NL-292,1,2016-12-20,2016-12-22,3,Vacation
NL-292,1,2017-07-31,2017-08-01,2,Vacation
NL-292,1,2016-12-06,2016-12-08,3,Vacation
NL-292,4,2017-06-10,2017-06-12,3,Family bereavement
NL-293,1,2021-10-30,2021-10-31,2,Vacation
NL-293,1,2021-05-08,2021-05-11,4,Vacation
NL-293,5,2021-05-15,2021-05-16,2,LOP
NL-294,1,2022-02-06,2022-02-09,4,Vacation
NL-294,1,2022-01-21,2022-01-22,2,Vacation
NL-294,1,2022-03-05,2022-03-07,3,Vacation
NL-295,1,2019-07-21,2019-07-22,2,Vacation
NL-295,1,2019-06-21,2019-06-23,3,Vacation
NL-295,2,2018-12-25,2018-12-28,4,Medical - Flu
NL-296,1,2016-10-10,2016-10-13,4,Vacation
NL-296,1,2016-04-05,2016-04-08,4,Vacation
NL-297,1,2019-09-19,2019-09-20,2,Vacation
NL-298,1,2020-09-19,2020-09-20,2,Vacation
NL-298,3,2020-04-01,2020-04-03,3,Care for family
NL-298,5,2020-03-22,2020-03-22,1,LOP
NL-299,1,2021-05-06,2021-05-09,4,Vacation
NL-299,1,2021-01-22,2021-01-23,2,Vacation
NL-299,1,2021-05-18,2021-05-21,4,Vacation
NL-300,1,2024-03-15,2024-03-16,2,Vacation
NL-300,1,2024-05-23,2024-05-26,4,Vacation
NL-300,1,2024-04-22,2024-04-24,3,Vacation
NL-300,4,2024-05-17,2024-05-19,3,Family bereavement
NLI-041,1,2021-06-07,2021-06-09,3,Vacation
NLI-041,2,2021-03-23,2021-03-26,4,Medical - Flu
NLI-041,4,2021-03-04,2021-03-05,2,Family bereavement
NLI-042,1,2018-03-16,2018-03-17,2,Vacation
NLI-042,1,2017-12-26,2017-12-27,2,Vacation
NL-301,1,2019-07-17,2019-07-18,2,Vacation
NL-302,1,2015-04-17,2015-04-19,3,Vacation
NLI-043,1,2014-07-30,2014-08-02,4,Vacation
NL-303,1,2021-11-14,2021-11-17,4,Vacation
NL-303,1,2021-05-13,2021-05-16,4,Vacation
NL-303,1,2021-05-07,2021-05-08,2,Vacation
NL-303,2,2021-06-28,2021-07-01,4,Medical - Flu
NL-303,3,2021-10-08,2021-10-13,6,Care for family
NL-303,4,2021-09-27,2021-09-29,3,Family bereavement
NL-303,5,2021-05-02,2021-05-02,1,LOP
NL-304,1,2015-04-07,2015-04-08,2,Vacation
NL-305,1,2020-09-26,2020-09-27,2,Vacation
NL-305,4,2020-10-07,2020-10-10,4,Family bereavement
NLI-044,1,2019-05-29,2019-05-31,3,Vacation
NLI-044,4,2020-01-02,2020-01-03,2,Family bereavement
NLI-045,1,2024-08-03,2024-08-04,2,Vacation
NLI-045,5,2025-02-03,2025-02-04,2,LOP
NL-306,1,2022-11-10,2022-11-13,4,Vacation
NL-306,2,2022-12-20,2022-12-23,4,Medical - Flu
NL-306,3,2023-03-10,2023-03-14,5,Care for family
NL-307,1,2016-10-07,2016-10-09,3,Vacation
NL-307,2,2016-05-29,2016-06-01,4,Medical - Flu
NL-308,1,2016-11-04,2016-11-07,4,Vacation
NL-309,1,2020-09-04,2020-09-05,2,Vacation
NL-309,1,2020-09-02,2020-09-05,4,Vacation
NL-310,1,2016-08-21,2016-08-24,4,Vacation
NL-310,1,2016-08-29,2016-08-30,2,Vacation
NL-310,1,2016-10-15,2016-10-17,3,Vacation
NL-310,2,2016-04-02,2016-04-05,4,Medical - Flu
NL-311,1,2014-11-07,2014-11-08,2,Vacation
NL-311,1,2014-08-27,2014-08-30,4,Vacation
NL-311,1,2014-03-16,2014-03-18,3,Vacation
NL-311,5,2014-06-17,2014-06-18,2,LOP
NL-312,1,2021-06-09,2021-06-12,4,Vacation
NL-312,1,2020-12-21,2020-12-22,2,Vacation
NL-312,1,2021-04-10,2021-04-11,2,Vacation
NL-312,2,2021-06-02,2021-06-05,4,Medical - Flu
NL-313,1,2023-08-21,2023-08-22,2,Vacation
NL-313,1,2023-12-22,2023-12-25,4,Vacation
NL-314,1,2018-05-23,2018-05-25,3,Vacation
NL-314,2,2018-06-29,2018-07-02,4,Medical - Flu
NL-314,3,2018-07-10,2018-07-13,4,Care for family
NL-314,4,2018-04-22,2018-04-25,4,Family bereavement
NLI-046,1,2022-02-15,2022-02-16,2,Vacation
NLI-046,1,2022-01-31,2022-02-02,3,Vacation
NLI-046,1,2022-04-30,2022-05-02,3,Vacation
NL-315,1,2014-07-03,2014-07-05,3,Vacation
NL-315,1,2014-09-20,2014-09-23,4,Vacation
NL-315,2,2014-12-23,2014-12-26,4,Medical - Flu
