employee_id,project_id,assigned_date,tasks_assigned,tasks_completed,task_quality_score,productivity_score,remarks
NL-120,27,2024-03-01,6,6,1.58,1.58,Performance Improvement Plan
NL-120,27,2024-04-01,10,8,2.48,1.98,Performance Improvement Plan
NL-120,27,2024-05-01,9,2,1.63,0.36,Critical Underperformance
NL-120,27,2024-07-01,3,2,3.6,2.4,Needs Closer Monitoring
NL-120,27,2024-08-01,4,4,3.44,3.44,Consistently Effective
NL-120,27,2024-10-01,5,4,4.01,3.21,Consistently Effective
NL-120,27,2024-11-01,10,8,1.57,1.26,Performance Improvement Plan
NL-120,27,2025-01-01,4,4,0.78,0.78,Critical Underperformance
NL-123,27,2024-03-01,7,3,1.48,0.63,Critical Underperformance
NL-123,27,2024-04-01,4,4,1.2,1.2,Performance Improvement Plan
NL-123,27,2024-05-01,7,3,1.92,0.82,Critical Underperformance
NL-123,27,2024-07-01,6,4,3.4,2.27,Needs Closer Monitoring
NL-123,27,2024-08-01,3,2,4.58,3.05,Consistently Effective
NL-123,27,2024-10-01,6,6,1.86,1.86,Performance Improvement Plan
NL-123,27,2024-11-01,7,3,3.0,1.29,Performance Improvement Plan
NL-123,27,2025-01-01,7,5,0.94,0.67,Critical Underperformance
NL-124,30,2024-03-01,7,6,0.53,0.45,Critical Underperformance
NL-124,30,2024-04-01,8,8,3.58,3.58,Consistently Effective
NL-124,30,2024-05-01,10,5,1.2,0.6,Critical Underperformance
NL-124,30,2024-07-01,6,2,3.94,1.31,Performance Improvement Plan
NL-124,30,2024-08-01,3,2,2.73,1.82,Performance Improvement Plan
NL-124,30,2024-10-01,7,5,0.96,0.69,Critical Underperformance
NL-124,30,2024-11-01,6,5,4.43,3.69,Consistently Effective
NL-124,30,2025-01-01,8,8,4.9,4.9,Outstanding Contributor
NL-125,5,2024-03-01,7,3,4.08,1.75,Performance Improvement Plan
NL-125,5,2024-04-01,9,6,2.02,1.35,Performance Improvement Plan
NL-125,5,2024-05-01,8,4,4.81,2.4,Needs Closer Monitoring
NL-125,5,2024-07-01,3,2,1.98,1.32,Performance Improvement Plan
NL-125,5,2024-08-01,3,2,2.82,1.88,Performance Improvement Plan
NL-125,5,2024-10-01,4,4,3.95,3.95,Consistently Effective
NL-125,5,2024-11-01,4,3,4.26,3.19,Consistently Effective
NL-125,5,2025-01-01,7,2,0.15,0.04,Critical Underperformance
NLI-021,29,2024-03-01,10,4,1.36,0.54,Critical Underperformance
NLI-021,29,2024-04-01,10,2,4.89,0.98,Critical Underperformance
NLI-021,29,2024-05-01,4,4,0.77,0.77,Critical Underperformance
NLI-021,29,2024-07-01,7,7,3.05,3.05,Consistently Effective
NLI-021,29,2024-08-01,4,2,1.53,0.77,Critical Underperformance
NLI-021,29,2024-10-01,3,2,4.75,3.17,Consistently Effective
NLI-021,29,2024-11-01,8,7,0.14,0.12,Critical Underperformance
NLI-021,29,2025-01-01,4,2,2.42,1.21,Performance Improvement Plan
NL-127,30,2024-03-01,10,8,2.21,1.77,Performance Improvement Plan
NL-127,30,2024-04-01,8,8,3.94,3.94,Consistently Effective
NL-127,30,2024-05-01,3,3,2.35,2.35,Needs Closer Monitoring
NL-127,30,2024-07-01,10,5,0.43,0.21,Critical Underperformance
NL-127,30,2024-08-01,5,3,4.2,2.52,Needs Closer Monitoring
NL-127,30,2024-10-01,7,5,4.77,3.41,Consistently Effective
NL-127,30,2024-11-01,6,4,1.95,1.3,Performance Improvement Plan
NL-127,30,2025-01-01,9,5,0.02,0.01,Critical Underperformance
NL-129,24,2024-03-01,5,2,0.69,0.28,Critical Underperformance
NL-129,24,2024-04-01,7,3,3.71,1.59,Performance Improvement Plan
NL-129,24,2024-05-01,8,6,1.62,1.22,Performance Improvement Plan
NL-129,24,2024-07-01,8,7,0.19,0.17,Critical Underperformance
NL-129,24,2024-08-01,8,3,3.56,1.33,Performance Improvement Plan
NL-129,24,2024-10-01,4,2,4.68,2.34,Needs Closer Monitoring
NL-129,24,2024-11-01,3,2,3.45,2.3,Needs Closer Monitoring
NL-129,24,2025-01-01,3,3,3.46,3.46,Consistently Effective
NL-130,24,2024-03-01,9,6,0.73,0.49,Critical Underperformance
NL-130,24,2024-04-01,4,4,2.55,2.55,Needs Closer Monitoring
NL-130,24,2024-05-01,4,4,1.47,1.47,Performance Improvement Plan
NL-130,24,2024-07-01,7,2,4.6,1.31,Performance Improvement Plan
NL-130,24,2024-08-01,7,6,2.37,2.03,Needs Closer Monitoring
NL-130,24,2024-10-01,8,2,1.77,0.44,Critical Underperformance
NL-130,24,2024-11-01,9,7,0.88,0.68,Critical Underperformance
NL-130,24,2025-01-01,9,8,1.06,0.94,Critical Underperformance
NL-131,6,2024-03-01,7,6,2.18,1.87,Performance Improvement Plan
NL-131,6,2024-04-01,10,6,1.95,1.17,Performance Improvement Plan
NL-131,6,2024-05-01,8,8,3.02,3.02,Consistently Effective
NL-131,6,2024-07-01,7,2,1.51,0.43,Critical Underperformance
NL-131,6,2024-08-01,3,2,3.84,2.56,Needs Closer Monitoring
NL-131,6,2024-10-01,4,2,3.41,1.71,Performance Improvement Plan
NL-131,6,2024-11-01,6,4,4.34,2.89,Needs Closer Monitoring
NL-131,6,2025-01-01,3,2,2.41,1.61,Performance Improvement Plan
NL-136,19,2024-03-01,10,4,3.83,1.53,Performance Improvement Plan
NL-136,19,2024-04-01,6,6,0.61,0.61,Critical Underperformance
NL-136,19,2024-05-01,3,3,4.97,4.97,Outstanding Contributor
NL-136,19,2024-07-01,6,3,0.46,0.23,Critical Underperformance
NL-136,19,2024-08-01,3,3,1.92,1.92,Performance Improvement Plan
NL-136,19,2024-10-01,3,3,1.24,1.24,Performance Improvement Plan
NL-136,19,2024-11-01,8,6,2.87,2.15,Needs Closer Monitoring
NL-136,19,2025-01-01,4,4,0.33,0.33,Critical Underperformance
NLI-022,20,2024-03-01,10,2,1.25,0.25,Critical Underperformance
NLI-022,20,2024-04-01,6,4,3.75,2.5,Needs Closer Monitoring
NLI-022,20,2024-05-01,9,8,1.07,0.95,Critical Underperformance
NLI-022,20,2024-07-01,7,3,1.5,0.64,Critical Underperformance
NLI-022,20,2024-08-01,6,3,4.54,2.27,Needs Closer Monitoring
NLI-022,20,2024-10-01,4,3,0.79,0.59,Critical Underperformance
NLI-022,20,2024-11-01,10,2,1.82,0.36,Critical Underperformance
NLI-022,20,2025-01-01,4,2,3.73,1.86,Performance Improvement Plan
NL-145,29,2024-03-01,7,4,1.05,0.6,Critical Underperformance
NL-145,29,2024-04-01,10,7,4.06,2.84,Needs Closer Monitoring
NL-145,29,2024-05-01,5,4,0.31,0.25,Critical Underperformance
NL-145,29,2024-07-01,6,3,4.94,2.47,Needs Closer Monitoring
NL-145,29,2024-08-01,8,6,1.62,1.22,Performance Improvement Plan
NL-145,29,2024-10-01,4,4,1.05,1.05,Performance Improvement Plan
NL-145,29,2024-11-01,3,3,4.32,4.32,Outstanding Contributor
NL-145,29,2025-01-01,9,2,1.41,0.31,Critical Underperformance
NL-147,7,2024-03-01,5,3,1.73,1.04,Performance Improvement Plan
NL-147,7,2024-04-01,9,2,4.45,0.99,Critical Underperformance
NL-147,7,2024-05-01,10,8,2.93,2.34,Needs Closer Monitoring
NL-147,7,2024-07-01,9,3,4.86,1.62,Performance Improvement Plan
NL-147,7,2024-08-01,4,4,0.82,0.82,Critical Underperformance
NL-147,7,2024-10-01,8,7,4.03,3.53,Consistently Effective
NL-147,7,2024-11-01,7,5,1.87,1.34,Performance Improvement Plan
NL-147,7,2025-01-01,6,4,0.54,0.36,Critical Underperformance
NL-152,2,2024-03-01,8,3,0.59,0.22,Critical Underperformance
NL-152,2,2024-04-01,10,2,3.08,0.62,Critical Underperformance
NL-152,2,2024-05-01,7,2,3.94,1.13,Performance Improvement Plan
NL-152,2,2024-07-01,6,6,2.57,2.57,Needs Closer Monitoring
NL-152,2,2024-08-01,7,2,4.19,1.2,Performance Improvement Plan
NL-152,2,2024-10-01,9,7,3.07,2.39,Needs Closer Monitoring
NL-152,2,2024-11-01,3,3,2.67,2.67,Needs Closer Monitoring
NL-152,2,2025-01-01,3,2,3.99,2.66,Needs Closer Monitoring
NL-153,23,2024-03-01,10,8,3.86,3.09,Consistently Effective
NL-153,23,2024-04-01,8,7,0.88,0.77,Critical Underperformance
NL-153,23,2024-05-01,8,5,1.8,1.12,Performance Improvement Plan
NL-153,23,2024-07-01,6,3,4.59,2.29,Needs Closer Monitoring
NL-153,23,2024-08-01,8,8,1.46,1.46,Performance Improvement Plan
NL-153,23,2024-10-01,5,5,2.71,2.71,Needs Closer Monitoring
NL-153,23,2024-11-01,8,7,2.79,2.44,Needs Closer Monitoring
NL-153,23,2025-01-01,5,3,4.8,2.88,Needs Closer Monitoring
NL-155,2,2024-03-01,5,4,0.17,0.14,Critical Underperformance
NL-155,2,2024-04-01,8,8,1.75,1.75,Performance Improvement Plan
NL-155,2,2024-05-01,5,2,1.11,0.44,Critical Underperformance
NL-155,2,2024-07-01,3,3,4.62,4.62,Outstanding Contributor
NL-155,2,2024-08-01,3,3,4.66,4.66,Outstanding Contributor
NL-155,2,2024-10-01,6,5,2.48,2.07,Needs Closer Monitoring
NL-155,2,2024-11-01,10,6,0.98,0.59,Critical Underperformance
NL-155,2,2025-01-01,4,2,4.55,2.27,Needs Closer Monitoring
NL-156,10,2024-03-01,4,2,1.4,0.7,Critical Underperformance
NL-156,10,2024-04-01,9,6,2.83,1.89,Performance Improvement Plan
NL-156,10,2024-05-01,6,4,2.48,1.65,Performance Improvement Plan
NL-156,10,2024-07-01,10,10,4.5,4.5,Outstanding Contributor
NL-156,10,2024-08-01,8,5,3.53,2.21,Needs Closer Monitoring
NL-156,10,2024-10-01,3,2,0.95,0.63,Critical Underperformance
NL-156,10,2024-11-01,9,6,3.85,2.57,Needs Closer Monitoring
NL-156,10,2025-01-01,10,5,4.06,2.03,Needs Closer Monitoring
NL-158,10,2024-03-01,4,2,4.92,2.46,Needs Closer Monitoring
NL-158,10,2024-04-01,3,2,0.7,0.47,Critical Underperformance
NL-158,10,2024-05-01,3,3,1.72,1.72,Performance Improvement Plan
NL-158,10,2024-07-01,5,3,2.27,1.36,Performance Improvement Plan
NL-158,10,2024-08-01,4,4,2.31,2.31,Needs Closer Monitoring
NL-158,10,2024-10-01,8,2,1.35,0.34,Critical Underperformance
NL-158,10,2024-11-01,7,6,0.53,0.45,Critical Underperformance
NL-158,10,2025-01-01,7,5,3.51,2.51,Needs Closer Monitoring
NL-161,23,2024-03-01,6,2,2.3,0.77,Critical Underperformance
NL-161,23,2024-04-01,7,5,0.79,0.56,Critical Underperformance
NL-161,23,2024-05-01,4,2,1.94,0.97,Critical Underperformance
NL-161,23,2024-07-01,5,3,0.65,0.39,Critical Underperformance
NL-161,23,2024-08-01,7,6,0.72,0.62,Critical Underperformance
NL-161,23,2024-10-01,8,2,0.59,0.15,Critical Underperformance
NL-161,23,2024-11-01,8,7,1.03,0.9,Critical Underperformance
NL-161,23,2025-01-01,9,8,2.94,2.61,Needs Closer Monitoring
NL-164,23,2024-03-01,10,5,0.43,0.21,Critical Underperformance
NL-164,23,2024-04-01,4,3,4.24,3.18,Consistently Effective
NL-164,23,2024-05-01,7,2,3.11,0.89,Critical Underperformance
NL-164,23,2024-07-01,9,8,4.8,4.27,Outstanding Contributor
NL-164,23,2024-08-01,5,2,1.5,0.6,Critical Underperformance
NL-164,23,2024-10-01,10,7,4.15,2.91,Needs Closer Monitoring
NL-164,23,2024-11-01,7,3,4.52,1.94,Performance Improvement Plan
NL-164,23,2025-01-01,4,3,3.78,2.83,Needs Closer Monitoring
NL-165,27,2024-03-01,6,4,4.87,3.25,Consistently Effective
NL-165,27,2024-04-01,4,3,0.32,0.24,Critical Underperformance
NL-165,27,2024-05-01,3,2,0.11,0.07,Critical Underperformance
NL-165,27,2024-07-01,7,3,1.02,0.44,Critical Underperformance
NL-165,27,2024-08-01,4,3,4.18,3.13,Consistently Effective
NL-165,27,2024-10-01,9,7,0.87,0.68,Critical Underperformance
NL-165,27,2024-11-01,10,2,1.47,0.29,Critical Underperformance
NL-165,27,2025-01-01,5,4,0.42,0.34,Critical Underperformance
NL-170,3,2024-03-01,4,2,3.42,1.71,Performance Improvement Plan
NL-170,3,2024-04-01,5,3,2.92,1.75,Performance Improvement Plan
NL-170,3,2024-05-01,4,4,2.83,2.83,Needs Closer Monitoring
NL-170,3,2024-07-01,5,3,3.92,2.35,Needs Closer Monitoring
NL-170,3,2024-08-01,9,7,0.83,0.65,Critical Underperformance
NL-170,3,2024-10-01,9,7,0.42,0.33,Critical Underperformance
NL-170,3,2024-11-01,4,4,2.68,2.68,Needs Closer Monitoring
NL-170,3,2025-01-01,6,4,0.64,0.43,Critical Underperformance
NLI-028,16,2024-03-01,10,2,1.43,0.29,Critical Underperformance
NLI-028,16,2024-04-01,5,5,4.93,4.93,Outstanding Contributor
NLI-028,16,2024-05-01,5,5,1.8,1.8,Performance Improvement Plan
NLI-028,16,2024-07-01,8,2,0.23,0.06,Critical Underperformance
NLI-028,16,2024-08-01,3,3,4.61,4.61,Outstanding Contributor
NLI-028,16,2024-10-01,7,4,4.13,2.36,Needs Closer Monitoring
NLI-028,16,2024-11-01,10,6,4.36,2.62,Needs Closer Monitoring
NLI-028,16,2025-01-01,10,7,3.21,2.25,Needs Closer Monitoring
NL-177,13,2024-03-01,10,10,0.28,0.28,Critical Underperformance
NL-177,13,2024-04-01,8,7,0.33,0.29,Critical Underperformance
NL-177,13,2024-05-01,8,5,2.99,1.87,Performance Improvement Plan
NL-177,13,2024-07-01,10,3,4.36,1.31,Performance Improvement Plan
NL-177,13,2024-08-01,4,2,3.53,1.76,Performance Improvement Plan
NL-177,13,2024-10-01,10,10,0.96,0.96,Critical Underperformance
NL-177,13,2024-11-01,7,6,0.95,0.81,Critical Underperformance
NL-177,13,2025-01-01,9,8,0.32,0.28,Critical Underperformance
NL-178,16,2024-03-01,10,7,3.41,2.39,Needs Closer Monitoring
NL-178,16,2024-04-01,9,2,1.3,0.29,Critical Underperformance
NL-178,16,2024-05-01,3,3,2.95,2.95,Needs Closer Monitoring
NL-178,16,2024-07-01,4,3,3.36,2.52,Needs Closer Monitoring
NL-178,16,2024-08-01,5,3,2.66,1.6,Performance Improvement Plan
NL-178,16,2024-10-01,7,4,2.19,1.25,Performance Improvement Plan
NL-178,16,2024-11-01,4,2,1.68,0.84,Critical Underperformance
NL-178,16,2025-01-01,7,7,1.61,1.61,Performance Improvement Plan
NLI-029,13,2024-03-01,3,2,2.3,1.53,Performance Improvement Plan
NLI-029,13,2024-04-01,9,6,0.16,0.11,Critical Underperformance
NLI-029,13,2024-05-01,4,3,3.55,2.66,Needs Closer Monitoring
NLI-029,13,2024-07-01,4,3,0.19,0.14,Critical Underperformance
NLI-029,13,2024-08-01,8,8,2.24,2.24,Needs Closer Monitoring
NLI-029,13,2024-10-01,3,3,0.48,0.48,Critical Underperformance
NLI-029,13,2024-11-01,7,5,3.32,2.37,Needs Closer Monitoring
NLI-029,13,2025-01-01,3,2,2.8,1.87,Performance Improvement Plan
NL-180,15,2024-03-01,8,3,0.05,0.02,Critical Underperformance
NL-180,15,2024-04-01,7,6,1.15,0.99,Critical Underperformance
NL-180,15,2024-05-01,4,4,1.46,1.46,Performance Improvement Plan
NL-180,15,2024-07-01,10,4,1.89,0.76,Critical Underperformance
NL-180,15,2024-08-01,3,3,4.24,4.24,Outstanding Contributor
NL-180,15,2024-10-01,5,5,4.1,4.1,Outstanding Contributor
NL-180,15,2024-11-01,5,3,4.84,2.9,Needs Closer Monitoring
NL-180,15,2025-01-01,3,2,3.19,2.13,Needs Closer Monitoring
NLI-030,4,2024-03-01,4,3,3.97,2.98,Needs Closer Monitoring
NLI-030,4,2024-04-01,9,9,0.06,0.06,Critical Underperformance
NLI-030,4,2024-05-01,6,4,4.92,3.28,Consistently Effective
NLI-030,4,2024-07-01,9,2,0.68,0.15,Critical Underperformance
NLI-030,4,2024-08-01,8,8,3.47,3.47,Consistently Effective
NLI-030,4,2024-10-01,5,4,4.55,3.64,Consistently Effective
NLI-030,4,2024-11-01,5,2,1.15,0.46,Critical Underperformance
NLI-030,4,2025-01-01,10,3,0.11,0.03,Critical Underperformance
NL-181,18,2024-03-01,8,4,2.35,1.18,Performance Improvement Plan
NL-181,18,2024-04-01,8,8,0.51,0.51,Critical Underperformance
NL-181,18,2024-05-01,4,3,0.93,0.7,Critical Underperformance
NL-181,18,2024-07-01,4,2,1.02,0.51,Critical Underperformance
NL-181,18,2024-08-01,8,2,2.02,0.51,Critical Underperformance
NL-181,18,2024-10-01,7,2,0.94,0.27,Critical Underperformance
NL-181,18,2024-11-01,10,7,0.51,0.36,Critical Underperformance
NL-181,18,2025-01-01,10,8,1.81,1.45,Performance Improvement Plan
NL-182,6,2024-03-01,5,2,4.48,1.79,Performance Improvement Plan
NL-182,6,2024-04-01,10,8,3.8,3.04,Consistently Effective
NL-182,6,2024-05-01,4,3,1.26,0.95,Critical Underperformance
NL-182,6,2024-07-01,3,3,4.11,4.11,Outstanding Contributor
NL-182,6,2024-08-01,10,5,1.04,0.52,Critical Underperformance
NL-182,6,2024-10-01,10,5,0.73,0.36,Critical Underperformance
NL-182,6,2024-11-01,3,2,3.23,2.15,Needs Closer Monitoring
NL-182,6,2025-01-01,4,2,2.91,1.46,Performance Improvement Plan
NL-191,27,2024-03-01,6,3,2.04,1.02,Performance Improvement Plan
NL-191,27,2024-04-01,3,2,2.84,1.89,Performance Improvement Plan
NL-191,27,2024-05-01,8,3,0.03,0.01,Critical Underperformance
NL-191,27,2024-07-01,8,5,2.42,1.51,Performance Improvement Plan
NL-191,27,2024-08-01,4,2,4.4,2.2,Needs Closer Monitoring
NL-191,27,2024-10-01,3,2,4.43,2.95,Needs Closer Monitoring
NL-191,27,2024-11-01,8,3,1.05,0.39,Critical Underperformance
NL-191,27,2025-01-01,5,2,2.05,0.82,Critical Underperformance
NL-195,17,2024-03-01,9,3,2.92,0.97,Critical Underperformance
NL-195,17,2024-04-01,9,3,2.12,0.71,Critical Underperformance
NL-195,17,2024-05-01,9,7,3.63,2.82,Needs Closer Monitoring
NL-195,17,2024-07-01,4,2,3.18,1.59,Performance Improvement Plan
NL-195,17,2024-08-01,8,2,4.54,1.14,Performance Improvement Plan
NL-195,17,2024-10-01,7,6,2.72,2.33,Needs Closer Monitoring
NL-195,17,2024-11-01,5,4,2.47,1.98,Performance Improvement Plan
NL-195,17,2025-01-01,7,3,3.85,1.65,Performance Improvement Plan
NL-196,21,2024-03-01,3,3,3.2,3.2,Consistently Effective
NL-196,21,2024-04-01,6,6,3.68,3.68,Consistently Effective
NL-196,21,2024-05-01,9,3,3.08,1.03,Performance Improvement Plan
NL-196,21,2024-07-01,9,8,4.54,4.04,Outstanding Contributor
NL-196,21,2024-08-01,8,8,4.24,4.24,Outstanding Contributor
NL-196,21,2024-10-01,7,5,4.31,3.08,Consistently Effective
NL-196,21,2024-11-01,9,3,3.82,1.27,Performance Improvement Plan
NL-196,21,2025-01-01,9,9,3.35,3.35,Consistently Effective
NL-199,20,2024-03-01,10,10,4.55,4.55,Outstanding Contributor
NL-199,20,2024-04-01,7,2,2.67,0.76,Critical Underperformance
NL-199,20,2024-05-01,3,2,0.51,0.34,Critical Underperformance
NL-199,20,2024-07-01,5,4,4.77,3.82,Consistently Effective
NL-199,20,2024-08-01,4,2,4.29,2.15,Needs Closer Monitoring
NL-199,20,2024-10-01,6,4,4.2,2.8,Needs Closer Monitoring
NL-199,20,2024-11-01,9,3,3.64,1.21,Performance Improvement Plan
NL-199,20,2025-01-01,4,2,0.35,0.17,Critical Underperformance
NL-203,9,2024-03-01,9,6,0.37,0.25,Critical Underperformance
NL-203,9,2024-04-01,6,6,0.87,0.87,Critical Underperformance
NL-203,9,2024-05-01,8,3,0.63,0.24,Critical Underperformance
NL-203,9,2024-07-01,7,5,4.41,3.15,Consistently Effective
NL-203,9,2024-08-01,3,3,4.76,4.76,Outstanding Contributor
NL-203,9,2024-10-01,6,3,1.3,0.65,Critical Underperformance
NL-203,9,2024-11-01,4,2,3.36,1.68,Performance Improvement Plan
NL-203,9,2025-01-01,6,5,2.68,2.23,Needs Closer Monitoring
NLI-032,27,2024-03-01,8,4,0.99,0.49,Critical Underperformance
NLI-032,27,2024-04-01,4,4,0.62,0.62,Critical Underperformance
NLI-032,27,2024-05-01,9,7,4.58,3.56,Consistently Effective
NLI-032,27,2024-07-01,9,5,1.17,0.65,Critical Underperformance
NLI-032,27,2024-08-01,5,4,3.37,2.7,Needs Closer Monitoring
NLI-032,27,2024-10-01,3,3,2.74,2.74,Needs Closer Monitoring
NLI-032,27,2024-11-01,8,8,2.8,2.8,Needs Closer Monitoring
NLI-032,27,2025-01-01,6,6,0.38,0.38,Critical Underperformance
NLI-033,27,2024-03-01,7,2,2.56,0.73,Critical Underperformance
NLI-033,27,2024-04-01,10,7,2.15,1.5,Performance Improvement Plan
NLI-033,27,2024-05-01,3,3,2.52,2.52,Needs Closer Monitoring
NLI-033,27,2024-07-01,4,3,2.67,2.0,Needs Closer Monitoring
NLI-033,27,2024-08-01,4,2,1.72,0.86,Critical Underperformance
NLI-033,27,2024-10-01,9,7,4.8,3.73,Consistently Effective
NLI-033,27,2024-11-01,8,6,0.45,0.34,Critical Underperformance
NLI-033,27,2025-01-01,10,3,1.75,0.53,Critical Underperformance
NL-205,17,2024-03-01,7,7,1.7,1.7,Performance Improvement Plan
NL-205,17,2024-04-01,7,7,1.3,1.3,Performance Improvement Plan
NL-205,17,2024-05-01,10,9,1.18,1.06,Performance Improvement Plan
NL-205,17,2024-07-01,7,2,0.16,0.05,Critical Underperformance
NL-205,17,2024-08-01,7,3,0.77,0.33,Critical Underperformance
NL-205,17,2024-10-01,4,2,2.89,1.45,Performance Improvement Plan
NL-205,17,2024-11-01,6,5,1.8,1.5,Performance Improvement Plan
NL-205,17,2025-01-01,6,2,1.71,0.57,Critical Underperformance
NL-206,11,2024-03-01,8,3,0.01,0.0,Critical Underperformance
NL-206,11,2024-04-01,5,2,0.37,0.15,Critical Underperformance
NL-206,11,2024-05-01,10,8,3.94,3.15,Consistently Effective
NL-206,11,2024-07-01,5,2,2.59,1.04,Performance Improvement Plan
NL-206,11,2024-08-01,5,2,3.05,1.22,Performance Improvement Plan
NL-206,11,2024-10-01,9,5,4.75,2.64,Needs Closer Monitoring
NL-206,11,2024-11-01,5,5,2.24,2.24,Needs Closer Monitoring
NL-206,11,2025-01-01,7,4,3.35,1.91,Performance Improvement Plan
NL-207,16,2024-03-01,10,10,0.81,0.81,Critical Underperformance
NL-207,16,2024-04-01,3,2,1.46,0.97,Critical Underperformance
NL-207,16,2024-05-01,10,6,4.96,2.98,Needs Closer Monitoring
NL-207,16,2024-07-01,4,2,1.75,0.88,Critical Underperformance
NL-207,16,2024-08-01,4,3,3.22,2.42,Needs Closer Monitoring
NL-207,16,2024-10-01,7,4,1.92,1.1,Performance Improvement Plan
NL-207,16,2024-11-01,8,5,4.02,2.51,Needs Closer Monitoring
NL-207,16,2025-01-01,5,3,2.94,1.76,Performance Improvement Plan
NL-208,3,2024-03-01,7,3,1.59,0.68,Critical Underperformance
NL-208,3,2024-04-01,9,5,3.01,1.67,Performance Improvement Plan
NL-208,3,2024-05-01,6,5,4.84,4.03,Outstanding Contributor
NL-208,3,2024-07-01,7,3,3.48,1.49,Performance Improvement Plan
NL-208,3,2024-08-01,3,3,3.26,3.26,Consistently Effective
NL-208,3,2024-10-01,9,5,0.86,0.48,Critical Underperformance
NL-208,3,2024-11-01,5,4,3.6,2.88,Needs Closer Monitoring
NL-208,3,2025-01-01,8,8,2.14,2.14,Needs Closer Monitoring
NL-209,2,2024-03-01,8,8,0.39,0.39,Critical Underperformance
NL-209,2,2024-04-01,6,2,3.8,1.27,Performance Improvement Plan
NL-209,2,2024-05-01,8,5,1.15,0.72,Critical Underperformance
NL-209,2,2024-07-01,8,3,1.57,0.59,Critical Underperformance
NL-209,2,2024-08-01,10,10,1.3,1.3,Performance Improvement Plan
NL-209,2,2024-10-01,7,2,1.67,0.48,Critical Underperformance
NL-209,2,2024-11-01,5,4,3.82,3.06,Consistently Effective
NL-209,2,2025-01-01,8,6,4.49,3.37,Consistently Effective
NL-213,1,2024-03-01,3,3,4.23,4.23,Outstanding Contributor
NL-213,1,2024-04-01,9,4,0.78,0.35,Critical Underperformance
NL-213,1,2024-05-01,10,4,0.75,0.3,Critical Underperformance
NL-213,1,2024-07-01,10,3,4.32,1.3,Performance Improvement Plan
NL-213,1,2024-08-01,6,6,3.43,3.43,Consistently Effective
NL-213,1,2024-10-01,7,7,3.57,3.57,Consistently Effective
NL-213,1,2024-11-01,5,2,4.23,1.69,Performance Improvement Plan
NL-213,1,2025-01-01,9,6,1.68,1.12,Performance Improvement Plan
NL-214,21,2024-03-01,7,5,1.94,1.39,Performance Improvement Plan
NL-214,21,2024-04-01,7,5,2.83,2.02,Needs Closer Monitoring
NL-214,21,2024-05-01,6,2,4.2,1.4,Performance Improvement Plan
NL-214,21,2024-07-01,3,3,1.76,1.76,Performance Improvement Plan
NL-214,21,2024-08-01,10,2,0.32,0.06,Critical Underperformance
NL-214,21,2024-10-01,8,2,0.9,0.23,Critical Underperformance
NL-214,21,2024-11-01,5,3,1.37,0.82,Critical Underperformance
NL-214,21,2025-01-01,9,6,4.19,2.79,Needs Closer Monitoring
NL-217,29,2024-03-01,9,8,3.04,2.7,Needs Closer Monitoring
NL-217,29,2024-04-01,9,5,2.61,1.45,Performance Improvement Plan
NL-217,29,2024-05-01,3,2,0.27,0.18,Critical Underperformance
NL-217,29,2024-07-01,5,5,2.21,2.21,Needs Closer Monitoring
NL-217,29,2024-08-01,3,2,3.3,2.2,Needs Closer Monitoring
NL-217,29,2024-10-01,10,5,4.29,2.15,Needs Closer Monitoring
NL-217,29,2024-11-01,9,8,0.48,0.43,Critical Underperformance
NL-217,29,2025-01-01,10,6,2.36,1.42,Performance Improvement Plan
NL-220,22,2024-03-01,9,5,0.94,0.52,Critical Underperformance
NL-220,22,2024-04-01,5,4,3.14,2.51,Needs Closer Monitoring
NL-220,22,2024-05-01,8,7,1.63,1.43,Performance Improvement Plan
NL-220,22,2024-07-01,5,5,2.34,2.34,Needs Closer Monitoring
NL-220,22,2024-08-01,8,8,1.72,1.72,Performance Improvement Plan
NL-220,22,2024-10-01,9,3,4.56,1.52,Performance Improvement Plan
NL-220,22,2024-11-01,4,2,1.64,0.82,Critical Underperformance
NL-220,22,2025-01-01,8,3,2.12,0.8,Critical Underperformance
NL-221,5,2024-03-01,10,6,3.2,1.92,Performance Improvement Plan
NL-221,5,2024-04-01,7,6,0.39,0.33,Critical Underperformance
NL-221,5,2024-05-01,5,4,3.2,2.56,Needs Closer Monitoring
NL-221,5,2024-07-01,8,6,4.26,3.19,Consistently Effective
NL-221,5,2024-08-01,3,2,3.63,2.42,Needs Closer Monitoring
NL-221,5,2024-10-01,3,2,4.93,3.29,Consistently Effective
NL-221,5,2024-11-01,8,2,4.12,1.03,Performance Improvement Plan
NL-221,5,2025-01-01,7,7,4.87,4.87,Outstanding Contributor
NL-225,4,2024-03-01,9,3,0.93,0.31,Critical Underperformance
NL-225,4,2024-04-01,6,5,4.14,3.45,Consistently Effective
NL-225,4,2024-05-01,7,5,3.71,2.65,Needs Closer Monitoring
NL-225,4,2024-07-01,5,2,3.65,1.46,Performance Improvement Plan
NL-225,4,2024-08-01,3,3,2.1,2.1,Needs Closer Monitoring
NL-225,4,2024-10-01,3,3,3.61,3.61,Consistently Effective
NL-225,4,2024-11-01,8,5,4.07,2.54,Needs Closer Monitoring
NL-225,4,2025-01-01,5,3,2.83,1.7,Performance Improvement Plan
